ґъВл,јтіЖ,ИХЖЪ,З°КХЕМјЫ(ФЄ),їЄЕМјЫ(ФЄ),ЧоёЯјЫ(ФЄ),ЧоµНјЫ(ФЄ),КХЕМјЫ(ФЄ),іЙЅ»Бї(№Й),іЙЅ»Ѕр¶о(ФЄ),ХЗµш(ФЄ),ХЗµш·щ(%),ѕщјЫ(ФЄ),»»КЦВК(%),A№ЙБчНЁКРЦµ(ФЄ),B№ЙБчНЁКРЦµ(ФЄ),ЧЬКРЦµ(ФЄ),A№ЙБчНЁ№Й±ѕ(№Й),B№ЙБчНЁ№Й±ѕ(№Й),ЧЬ№Й±ѕ(№Й),КРУЇВК,КРѕ»ВК,КРПъВК,КРПЦВК,
002081.SZ,Ѕру«тл,20110620,187.904,187.8519,189.8309,177.0714,185.4041,2007580,70248888.9,-2.4998,-1.3304,34.9918,0.457,15638924107.6,,17044959600,439295621,0,478791000,38.0837,13.5325,2.5673,72.1853,
002081.SZ,Ѕру«тл,20110621,185.4041,187.3311,192.1745,179.1545,188.9456,1746157,61699665.9,3.5414,1.9101,35.3345,0.3975,15937645129.88,,17370537480,439295621,0,478791000,38.8112,13.7909,2.6163,73.5641,
002081.SZ,Ѕру«тл,20110622,188.9456,188.8414,190.0913,184.8833,187.3832,1139586,41055978.1,-1.5624,-0.8269,36.0271,0.2594,15805856443.58,,17226900180,439295621,0,478791000,38.4902,13.6769,2.5947,72.9558,
002081.SZ,Ѕру«тл,20110623,187.3832,185.977,194.3098,182.4356,191.9141,2068341,75377917.9,4.5309,2.418,36.4437,0.4708,16188043633.85,,17643448350,439295621,0,478791000,39.4209,14.0076,2.6574,74.7199,
002081.SZ,Ѕру«тл,20110624,191.9141,191.6537,200.9239,189.1018,197.3825,1512277,57327348.9,5.4684,2.8494,37.908,0.3443,16649304035.9,,18146178900,439295621,0,478791000,40.5442,14.4067,2.7331,76.849,
002081.SZ,Ѕру«тл,20110627,197.3825,196.6013,210.8712,196.6013,204.5695,3091344,121956435.9,7.187,3.6412,39.4509,0.7037,17255531992.88,,18806910480,439295621,0,478791000,42.0205,14.9313,2.8326,79.6472,
002081.SZ,Ѕру«тл,20110628,204.5695,204.6216,209.8816,203.0071,206.4964,2018815,80194746.7,1.927,0.942,39.7237,0.4596,17418071372.65,,18984063150,439295621,0,478791000,42.4163,15.072,2.8593,80.3974,
002081.SZ,Ѕру«тл,20110629,206.4964,206.184,206.184,195.8722,197.9033,3069751,118808616,-8.5932,-4.1614,38.703,0.6988,16693233598,,18194058000,439295621,0,478791000,40.6512,14.4448,2.7403,77.0518,
002081.SZ,Ѕру«тл,20110630,197.9033,196.8617,209.3608,196.393,209.3608,3592174,142650325,11.4576,5.7895,39.7114,0.8177,17659683964.2,,19247398200,439295621,0,478791000,43.0046,15.281,2.899,81.5126,
002081.SZ,Ѕру«тл,20110701,209.3608,209.8816,210.2983,203.6321,208.3192,2227235,88604409.2,-1.0416,-0.4975,39.7822,0.507,17571824840,,19151640000,439295621,0,478791000,42.7907,15.205,2.8846,81.1071,
002081.SZ,Ѕру«тл,20110704,208.3192,206.236,215.5063,206.236,214.4126,3376642,137003677.9,6.0933,2.925,40.5739,0.7686,18085800716.57,,19711825470,439295621,0,478791000,44.0423,15.6498,2.9689,83.4795,
002081.SZ,Ѕру«тл,20110705,214.4126,213.5272,225.766,212.7981,222.3808,3960423,166275223.7,7.9682,3.7163,41.9842,0.9015,18757923016.7,,20444375700,439295621,0,478791000,45.6791,16.2313,3.0793,86.5818,
002081.SZ,Ѕру«тл,20110706,222.3808,222.3808,222.3808,222.3808,222.3808,,,0,0,,,18757923016.7,,20444375700,439295621,0,478791000,45.6791,16.2313,3.0793,86.5818,
002081.SZ,Ѕру«тл,20110707,222.3808,224.0473,231.651,217.9019,219.7768,4795177,209544998.8,-2.604,-1.171,43.6991,1.0916,18538275206.2,,20204980200,439295621,0,478791000,45.1442,16.0413,3.0432,85.568,
002081.SZ,Ѕру«тл,20110708,219.7768,217.6936,226.1826,217.1728,219.8289,1546231,65700176.4,0.0521,0.0237,42.4905,0.352,18542668162.41,,20209768110,439295621,0,478791000,45.1549,16.0451,3.0439,85.5883,
002081.SZ,Ѕру«тл,20110711,219.8289,219.256,229.1512,217.7457,227.068,2645667,115257336.9,7.2391,3.2931,43.5646,0.6023,19153289075.6,,20875287600,439295621,0,478791000,46.6418,16.5735,3.1442,88.4067,
002081.SZ,Ѕру«тл,20110712,227.068,227.068,231.4948,221.2871,222.0162,3403773,148010009.4,-5.0517,-2.2248,43.4841,0.7748,18727172323.23,,20410860330,439295621,0,478791000,45.6042,16.2047,3.0742,86.4399,
002081.SZ,Ѕру«тл,20110713,222.0162,221.4434,226.5472,219.0998,221.3392,2828410,120964785.7,-0.677,-0.3049,42.7678,0.6439,18670063892.5,,20459638125,439295621,0,481403250,45.4651,16.1553,3.0816,86.6465,
002081.SZ,Ѕру«тл,20110714,221.3392,221.5996,224.2036,219.3081,223.4224,1985956,84588298.2,2.0832,0.9412,42.5932,0.4521,18845782140.9,,20652199425,439295621,0,481403250,45.893,16.3074,3.1106,87.462,
002081.SZ,Ѕру«тл,20110715,223.4224,222.3287,225.5056,221.3392,225.4014,1540888,66248167.1,1.979,0.8858,42.9935,0.3508,19012714476.88,,20835132660,439295621,0,481403250,46.2995,16.4518,3.1381,88.2367,
002081.SZ,Ѕру«тл,20110718,225.4014,225.7139,229.0991,223.7869,224.6202,1162517,50283094.5,-0.7812,-0.3466,43.2536,0.2646,18946820133.73,,20762922172.5,439295621,0,481403250,46.1391,16.3948,3.1272,87.9309,
002081.SZ,Ѕру«тл,20110719,224.6202,224.1515,224.1515,219.2039,219.256,992945,42131140.5,-5.3642,-2.3881,42.4305,0.226,18494345644.1,,20267076825,439295621,0,481403250,45.2829,16.0906,3.0526,85.831,
002081.SZ,Ѕру«тл,20110720,219.256,223.7349,223.7349,216.1312,218.3706,742472,31164713.5,-0.8854,-0.4038,41.9743,0.169,18419665388.53,,20185238272.5,439295621,0,481403250,45.1001,16.0256,3.0402,85.4844,
002081.SZ,Ѕру«тл,20110721,218.3706,218.2144,224.464,218.2144,224.464,1579331,67508762.7,6.0933,2.7904,42.7452,0.3595,18933641265.1,,20748480075,439295621,0,481403250,46.3585,16.4728,3.1251,87.8697,
002081.SZ,Ѕру«тл,20110722,224.464,225.5056,234.3591,224.7765,233.3175,2745759,122236981.9,8.8536,3.9443,44.5185,0.625,19680443820.8,,21566865600,439295621,0,481403250,48.187,17.1225,3.2483,91.3356,
002081.SZ,Ѕру«тл,20110725,233.3175,233.3175,236.0778,227.3805,228.6824,2135206,94591809.9,-4.6351,-1.9866,44.301,0.4861,19289470718.11,,21138416707.5,439295621,0,481403250,47.2298,16.7824,3.1838,89.5211,
002081.SZ,Ѕру«тл,20110726,228.6824,225.4014,231.7031,225.4014,230.8698,1568661,69107267.3,2.1874,0.9565,44.0549,0.3571,19473974878.93,,21340606072.5,439295621,0,481403250,47.6815,16.9429,3.2143,90.3774,
002081.SZ,Ѕру«тл,20110727,230.8698,230.8177,238.6818,229.5678,236.9631,2460791,111675270.9,6.0933,2.6393,45.3819,0.5602,19987950755.5,,21903847875,439295621,0,481403250,48.94,17.3901,3.2991,92.7627,
002081.SZ,Ѕру«тл,20110728,236.9631,234.8799,241.3899,234.3591,240.817,2139804,97874766.4,3.8539,1.6264,45.7401,0.4871,20313029515.04,,22260086280,439295621,0,481403250,49.7359,17.6729,3.3527,94.2714,
002081.SZ,Ѕру«тл,20110729,240.817,239.3067,243.2127,234.1508,234.8799,1802733,83055469.7,-5.9371,-2.4654,46.072,0.4104,19812232507.1,,21711286575,439295621,0,481403250,48.5097,17.2372,3.2701,91.9472,
002081.SZ,Ѕру«тл,20110801,234.8799,233.7342,235.4007,226.8076,231.7552,1125600,50156099.9,-3.1248,-1.3304,44.5594,0.2562,19548655134.5,,21422444625,439295621,0,481403250,47.8644,17.0079,3.2266,90.724,
002081.SZ,Ѕру«тл,20110802,231.7552,228.2137,234.2029,228.1616,233.8383,629405,27916248.7,2.0832,0.8989,44.3534,0.1433,19724373382.9,,21615005925,439295621,0,481403250,48.2946,17.1607,3.2556,91.5395,
002081.SZ,Ѕру«тл,20110803,233.8383,231.7552,234.0987,229.1512,231.9114,925846,41370343.3,-1.927,-0.8241,44.6838,0.2108,19561834003.13,,21436886722.5,439295621,0,481403250,47.8966,17.0193,3.2288,90.7851,
002081.SZ,Ѕру«тл,20110804,231.9114,231.8593,239.463,229.672,238.0047,870862,38950041.8,6.0933,2.6274,44.7258,0.1982,20075809879.7,,22000128525,439295621,0,481403250,49.1551,17.4665,3.3136,93.1704,
002081.SZ,Ѕру«тл,20110805,238.0047,229.5157,239.5671,229.5157,236.0778,1083652,49206639.6,-1.927,-0.8096,45.4082,0.2467,19913270499.93,,21822009322.5,439295621,0,481403250,48.7571,17.3251,3.2868,92.4161,
002081.SZ,Ѕру«тл,20110808,236.0778,232.328,240.6608,230.1928,237.5881,3781643,172184694.5,1.5103,0.6398,45.5317,0.8608,20040666230.02,,21961616265,439295621,0,481403250,49.069,17.4359,3.3078,93.0073,
002081.SZ,Ѕру«тл,20110809,237.5881,231.7552,245.7125,226.7555,242.1711,2702764,123368148.6,4.583,1.929,45.6452,0.6152,20427246376.5,,22385251125,439295621,0,481403250,50.0156,17.7723,3.3716,94.8014,
002081.SZ,Ѕру«тл,20110810,242.1711,244.8272,251.8059,243.1086,248.9415,2431481,115927788.6,6.7704,2.7957,47.6779,0.5535,20998330683.8,,23011075350,439295621,0,481403250,51.4139,18.2691,3.4659,97.4518,
002081.SZ,Ѕру«тл,20110811,248.9415,247.3791,254.0974,245.8167,252.0142,1745171,84371416.2,3.0727,1.2343,48.3456,0.3973,21257515100.19,,23295103267.5,439295621,0,481403250,52.0485,18.4946,3.5086,98.6547,
002081.SZ,Ѕру«тл,20110812,252.0142,252.1704,255.1911,248.8373,252.5871,2364103,114015720.1,0.5729,0.2273,48.2279,0.5382,21305837618.5,,23348057625,439295621,0,481403250,52.1668,18.5367,3.5166,98.8789,
002081.SZ,Ѕру«тл,20110815,252.5871,252.6912,254.514,248.9415,250.5039,914203,43921588.9,-2.0832,-0.8247,48.0436,0.2081,21130119370.1,,23155496325,439295621,0,481403250,51.7365,18.3838,3.4876,98.0634,
002081.SZ,Ѕру«тл,20110816,250.5039,249.0977,253.1079,246.8583,251.5455,837810,40258535.4,1.0416,0.4158,48.0521,0.1907,21217978494.3,,23251776975,439295621,0,481403250,51.9517,18.4602,3.5021,98.4712,
002081.SZ,Ѕру«тл,20110817,251.5455,250.0352,252.535,245.8167,246.9104,800506,38143744.3,-4.6351,-1.8427,47.6495,0.1822,20827005391.61,,22823328082.5,439295621,0,481403250,50.9944,18.1201,3.4376,96.6567,
002081.SZ,Ѕру«тл,20110818,246.9104,246.9104,247.3791,239.6192,241.1295,1407454,65788176.3,-5.7809,-2.3413,46.7427,0.3204,20339387252.3,,22288970475,439295621,0,481403250,49.8005,17.6958,3.3571,94.3937,
002081.SZ,Ѕру«тл,20110819,241.1295,239.463,241.9107,236.7027,240.2442,1188179,54268859.2,-0.8854,-0.3672,45.674,0.2705,20264706996.73,,22207131922.5,439295621,0,481403250,49.6176,17.6308,3.3448,94.0471,
002081.SZ,Ѕру«тл,20110822,240.2442,240.0358,244.3585,232.1718,233.8383,1479983,66976180.7,-6.4058,-2.6664,45.2547,0.3369,19724373382.9,,21615005925,439295621,0,481403250,48.2946,17.1607,3.2556,91.5395,
002081.SZ,Ѕру«тл,20110823,233.8383,233.8383,236.859,232.276,235.8695,1026516,46235651.3,2.0311,0.8686,45.0413,0.2337,19895698675.09,,21802753192.5,439295621,0,481403250,48.7141,17.3098,3.2839,92.3346,
002081.SZ,Ѕру«тл,20110824,235.8695,236.9631,241.1295,236.4423,240.14,633933,29205211.1,4.2705,1.8106,46.0699,0.1443,20255921084.31,,22197503857.5,439295621,0,481403250,49.5961,17.6232,3.3433,94.0063,
002081.SZ,Ѕру«тл,20110825,240.14,240.14,243.7335,238.8901,242.4315,490684,22705983.8,2.2915,0.9542,46.2741,0.1117,20449211157.55,,22409321287.5,439295621,0,481403250,50.0694,17.7914,3.3752,94.9034,
002081.SZ,Ѕру«тл,20110826,242.4315,242.7961,244.2022,236.0778,239.3067,755534,34685861.3,-3.1248,-1.2889,45.9091,0.172,20185633784.95,,22120479337.5,439295621,0,481403250,49.424,17.562,3.3317,93.6801,
002081.SZ,Ѕру«тл,20110829,239.3067,238.9422,238.9422,233.5779,237.2235,810436,36626260.8,-2.0832,-0.8705,45.1933,0.1845,20009915536.55,,21927918037.5,439295621,0,481403250,48.9938,17.4092,3.3027,92.8646,
002081.SZ,Ѕру«тл,20110830,237.2235,237.0152,242.119,233.3175,233.9425,910814,41389830,-3.281,-1.3831,45.4427,0.2073,19733159295.32,,21624633990,439295621,0,481403250,42.1693,15.3219,3.257,91.5802,
002081.SZ,Ѕру«тл,20110831,233.9425,233.7863,235.4007,226.0264,228.422,1458496,64139491.6,-5.5205,-2.3598,43.9765,0.332,19267505937.06,,21114346545,439295621,0,481403250,41.1742,14.9603,3.1802,89.4192,
002081.SZ,Ѕру«тл,20110901,228.422,229.1512,229.1512,226.0264,226.2868,951344,41450356.1,-2.1353,-0.9348,43.5703,0.2166,19087394732.45,,20916971212.5,439295621,0,481403250,40.7893,14.8205,3.1505,88.5833,
002081.SZ,Ѕру«тл,20110902,226.2868,226.0264,229.2032,223.5265,228.1616,788554,34186960.8,1.8749,0.8285,43.354,0.1795,19245541156.01,,21090276382.5,439295621,0,481403250,41.1272,14.9433,3.1766,89.3172,
002081.SZ,Ѕру«тл,20110905,228.1616,224.2036,230.0886,223.9432,227.5888,957435,41919826.5,-0.5729,-0.2511,43.7835,0.2179,19197218637.7,,21037322025,439295621,0,481403250,41.024,14.9058,3.1686,89.093,
002081.SZ,Ѕру«тл,20110906,227.5888,227.5888,228.6304,223.839,224.5681,599201,25950616,-3.0206,-1.3272,43.3087,0.1364,18942427177.52,,20758108140,439295621,0,481403250,40.4795,14.7079,3.1265,87.9105,
002081.SZ,Ѕру«тл,20110907,224.5681,226.443,227.4846,221.3392,226.5472,649285,28009089,1.979,0.8813,43.1384,0.1478,19109359513.5,,20941041375,439295621,0,481403250,40.8362,14.8375,3.1541,88.6852,
002081.SZ,Ѕру«тл,20110908,226.5472,226.8076,228.37,223.5786,223.6307,637450,27476548.2,-2.9165,-1.2874,43.1038,0.1451,18863353965.74,,20671455555,439295621,0,481403250,40.3105,14.6465,3.1135,87.5435,
002081.SZ,Ѕру«тл,20110909,223.6307,223.9432,223.9432,213.0064,216.1312,1618685,67760433,-7.4995,-3.3535,41.8614,0.3685,18230768271.5,,19978234875,439295621,0,481403250,38.9587,14.1554,3.0091,84.6077,
002081.SZ,Ѕру«тл,20110913,216.1312,212.3815,212.3815,207.6943,208.8921,930433,37461402.5,-7.2391,-3.3494,40.2623,0.2118,17620147358.31,,19309084357.5,439295621,0,481403250,37.6538,13.6812,2.9083,81.7739,
002081.SZ,Ѕру«тл,20110914,208.8921,208.8921,214.9855,208.8921,214.048,626847,25532060.8,5.1559,2.4682,40.7309,0.1427,18055050023.1,,19785673575,439295621,0,481403250,38.5832,14.0189,2.9801,83.7922,
002081.SZ,Ѕру«тл,20110915,214.048,216.0791,219.5164,214.6209,216.5999,735983,30695331.9,2.5519,1.1922,41.7066,0.1675,18270304877.39,,20021561167.5,439295621,0,481403250,39.0432,14.1861,3.0156,84.7912,
002081.SZ,Ѕру«тл,20110916,216.5999,216.5999,220.8184,216.5999,220.5059,621389,26249080.7,3.906,1.8033,42.2426,0.1415,18599776593.14,,20382613605,439295621,0,481403250,39.7472,14.4419,3.07,86.3203,
002081.SZ,Ѕру«тл,20110919,220.5059,220.2455,220.2455,214.6209,218.2144,475463,19818803.2,-2.2915,-1.0392,41.6832,0.1082,18406486519.9,,20170796175,439295621,0,481403250,39.3342,14.2918,3.0381,85.4232,
002081.SZ,Ѕру«тл,20110920,218.2144,215.2459,218.1623,213.0585,216.652,473399,19611028.7,-1.5624,-0.716,41.426,0.1078,18274697833.6,,20026375200,439295621,0,481403250,39.0526,14.1895,3.0163,84.8116,
002081.SZ,Ѕру«тл,20110921,216.652,218.7352,223.6828,215.1417,222.2245,875988,36852699,5.5725,2.5721,42.0699,0.1994,18744744148.07,,20541476677.5,439295621,0,481403250,40.057,14.5544,3.0939,86.9931,
002081.SZ,Ѕру«тл,20110922,222.2245,220.0372,223.9432,210.4024,211.1836,498787,20821829.2,-11.0409,-4.9684,41.7449,0.1135,17813437431.55,,19520901787.5,439295621,0,481403250,38.0669,13.8313,2.9402,82.6709,
002081.SZ,Ѕру«тл,20110923,211.1836,209.8816,216.9645,208.7359,213.5793,592785,24301236,2.3957,1.1344,40.995,0.1349,18015513417.21,,19742347282.5,439295621,0,481403250,38.4987,13.9882,2.9735,83.6087,
002081.SZ,Ѕру«тл,20110926,213.5793,213.5793,213.5793,206.236,206.7568,477253,19145076.9,-6.8225,-3.1943,40.1152,0.1086,17440036153.7,,19111709025,439295621,0,481403250,37.2689,13.5414,2.8785,80.938,
002081.SZ,Ѕру«тл,20110927,206.7568,209.1004,210.2983,205.8715,207.7984,290992,11635556.3,1.0416,0.5038,39.9858,0.0662,17527895277.9,,19207989675,439295621,0,481403250,37.4567,13.6096,2.8931,81.3457,
002081.SZ,Ѕру«тл,20110928,207.7984,211.2357,211.2878,203.5279,203.7362,315688,12579827,-4.0622,-1.9549,39.8489,0.0719,17185244693.52,,18832495140,439295621,0,481403250,36.7244,13.3436,2.8365,79.7555,
002081.SZ,Ѕру«тл,20110929,203.7362,203.6321,203.6321,191.6537,203.1113,1219897,46198656.2,-0.625,-0.3067,37.8709,0.2777,17132529219,,18774726750,439295621,0,481403250,36.6118,13.3026,2.8278,79.5109,
002081.SZ,Ѕру«тл,20110930,203.1113,202.0697,202.8509,196.3409,201.3405,889453,34029279.5,-1.7707,-0.8718,38.2587,0.2025,16983168707.86,,18611049645,439295621,0,481403250,36.2926,13.1867,2.8031,78.8177,
002081.SZ,Ѕру«тл,20111010,201.3405,202.6946,202.7467,194.2577,198.9449,623999,23753562.5,-2.3957,-1.1899,38.0667,0.142,16781092722.2,,18389604150,439295621,0,481403250,35.8608,13.0297,2.7698,77.8799,
002081.SZ,Ѕру«тл,20111011,198.9449,200.5073,204.1529,193.789,197.7991,553037,21030656.2,-1.1458,-0.5759,38.0276,0.1259,16684447685.58,,18283695435,439295621,0,481403250,35.6542,12.9547,2.7538,77.4314,
002081.SZ,Ѕру«тл,20111012,197.7991,197.7991,208.4755,194.2577,206.861,1080766,41653740,9.0619,4.5814,38.5409,0.246,17448822066.12,,19121337090,439295621,0,481403250,37.2877,13.5482,2.88,80.9788,
002081.SZ,Ѕру«тл,20111013,206.861,207.0693,214.5688,205.7152,213.4751,817419,33269467.9,6.6141,3.1974,40.7006,0.1861,18006727504.79,,19732719217.5,439295621,0,481403250,38.4799,13.9814,2.9721,83.568,
002081.SZ,Ѕру«тл,20111014,213.4751,213.2668,213.371,210.2462,211.9127,797066,32411672.2,-1.5624,-0.7319,40.6637,0.1814,17874938818.49,,19588298242.5,439295621,0,481403250,38.1983,13.8791,2.9503,82.9564,
002081.SZ,Ѕру«тл,20111017,211.9127,211.3399,214.7771,211.3399,212.4856,557224,22870619.4,0.5729,0.2703,41.0439,0.1268,17923261336.8,,19641252600,439295621,0,481403250,38.3015,13.9166,2.9583,83.1806,
002081.SZ,Ѕру«тл,20111018,212.4856,212.3294,212.3294,206.7048,207.2776,460596,18449524,-5.208,-2.451,40.0558,0.1048,17483965715.8,,19159849350,439295621,0,481403250,37.3628,13.5755,2.8858,81.1419,
002081.SZ,Ѕру«тл,20111019,207.2776,207.2776,208.3192,197.9033,201.4447,747656,28854567.6,-5.8329,-2.8141,38.5934,0.1702,16991954620.28,,18620677710,439295621,0,481403250,36.3114,13.1935,2.8046,78.8585,
002081.SZ,Ѕру«тл,20111020,201.4447,199.4657,200.4031,187.5394,197.9033,1944735,71551467.7,-3.5414,-1.758,36.7924,0.4427,16693233598,,18293323500,439295621,0,481403250,35.673,12.9615,2.7553,77.4721,
002081.SZ,Ѕру«тл,20111021,197.9033,195.2993,196.8096,192.1745,196.2367,816935,30424449,-1.6666,-0.8421,37.2422,0.186,16552658999.28,,18139274460,439295621,0,481403250,35.3726,12.8524,2.7321,76.8197,
002081.SZ,Ѕру«тл,20111024,196.2367,194.2577,200.4031,194.2577,199.4657,798662,30307448.7,3.2289,1.6454,37.9478,0.1818,16825022284.3,,18437744475,439295621,0,481403250,35.9546,13.0639,2.777,78.0838,
002081.SZ,Ѕру«тл,20111025,199.4657,199.6219,205.7152,199.4657,204.6737,914694,35621140,5.208,2.611,38.9432,0.2082,17264317905.3,,18919147725,439295621,0,481403250,36.8934,13.405,2.8495,80.1225,
002081.SZ,Ѕру«тл,20111026,204.6737,204.6216,209.3608,203.58,206.6006,803018,32012436.6,1.927,0.9415,39.8652,0.1828,17426857285.07,,19097266927.5,439295621,0,481403250,37.2407,13.5312,2.8764,80.8768,
002081.SZ,Ѕру«тл,20111027,206.6006,206.5485,210.4024,205.9756,208.2672,642052,25786908.7,1.6666,0.8067,40.1633,0.1462,17567431883.79,,19251315967.5,439295621,0,481403250,37.5411,13.6403,2.8996,81.5292,
002081.SZ,Ѕру«тл,20111028,208.2672,216.1312,218.2144,208.6317,212.4856,1143816,46595930.7,4.2185,2.0255,40.7373,0.2604,17923261336.8,,19641252600,439295621,0,481403250,32.898,12.9212,2.9583,83.1806,
002081.SZ,Ѕру«тл,20111031,212.4856,213.5793,214.048,210.9232,211.9127,595104,24265078.3,-0.5729,-0.2696,40.7745,0.1355,17874938818.49,,19588298242.5,439295621,0,481403250,32.8093,12.8864,2.9503,82.9564,
002081.SZ,Ѕру«тл,20111101,211.9127,210.9753,214.5688,209.4129,212.069,655964,26781905.7,0.1562,0.0737,40.8283,0.1493,17888117687.12,,19602740340,439295621,0,481403250,32.8335,12.8959,2.9525,83.0175,
002081.SZ,Ѕру«тл,20111102,212.069,208.3192,213.6314,206.2881,213.2668,766378,30794041.4,1.1978,0.5648,40.1813,0.1745,17989155679.95,,19713463087.5,439295621,0,481403250,33.0189,12.9688,2.9692,83.4864,
002081.SZ,Ѕру«тл,20111103,213.2668,213.4231,220.2455,213.4231,216.1312,1533905,63890338.4,2.8644,1.3431,41.6521,0.3492,18230768271.5,,19978234875,439295621,0,481403250,33.4624,13.1429,3.0091,84.6077,
002081.SZ,Ѕру«тл,20111104,216.1312,217.6936,219.6726,215.35,218.0582,503725,21085984.2,1.927,0.8916,41.8601,0.1147,18393307651.27,,20156354077.5,439295621,0,481403250,33.7607,13.2601,3.0359,85.3621,
002081.SZ,Ѕру«тл,20111107,218.0582,217.5374,217.6936,208.2672,212.8502,1386958,56445224,-5.208,-2.3883,40.6971,0.3157,17954012030.27,,19674950827.5,439295621,0,481403250,32.9544,12.9434,2.9634,83.3233,
002081.SZ,Ѕру«тл,20111108,212.8502,212.3294,215.8708,208.84,215.35,657261,26863524.3,2.4998,1.1745,40.8719,0.1496,18164873928.35,,19906024387.5,439295621,0,481403250,33.3415,13.0954,2.9982,84.3019,
002081.SZ,Ѕру«тл,20111109,215.35,215.6625,216.8603,211.5482,214.5167,572448,23444045,-0.8333,-0.3869,40.954,0.1303,18094586628.99,,19828999867.5,439295621,0,481403250,33.2124,13.0448,2.9866,83.9757,
002081.SZ,Ѕру«тл,20111110,214.5167,213.5272,216.1312,211.2878,214.4647,691367,28297664.6,-0.0521,-0.0243,40.93,0.1574,18090193672.78,,19824185835,439295621,0,481403250,33.2044,13.0416,2.9859,83.9553,
002081.SZ,Ѕру«тл,20111111,214.4647,211.9648,214.5688,209.3608,211.444,833896,33793400,-3.0206,-1.4085,40.5247,0.1898,17835402212.6,,19544971950,439295621,0,481403250,32.7367,12.8579,2.9438,82.7729,
002081.SZ,Ѕру«тл,20111114,211.444,212.4335,214.7251,210.09,214.4647,1082592,44347868.8,3.0206,1.4286,40.9645,0.2464,18090193672.78,,19824185835,439295621,0,481403250,33.2044,13.0416,2.9859,83.9553,
002081.SZ,Ѕру«тл,20111115,214.4647,214.4647,215.6104,213.0064,213.3189,829601,34033395.6,-1.1458,-0.5342,41.0238,0.1888,17993548636.16,,19718277120,439295621,0,481403250,33.027,12.9719,2.9699,83.5068,
002081.SZ,Ѕру«тл,20111116,213.3189,213.8397,213.8397,201.1322,204.9341,2304498,91749736.5,-8.3848,-3.9307,39.8133,0.5246,17286282686.35,,18943217887.5,439295621,0,481403250,31.7288,12.462,2.8532,80.2244,
002081.SZ,Ѕру«тл,20111117,204.9341,203.1633,205.1424,202.0697,203.7883,887594,34594419.5,-1.1458,-0.5591,38.9755,0.202,17189637649.73,,18837309172.5,439295621,0,481403250,31.5514,12.3924,2.8372,79.7759,
002081.SZ,Ѕру«тл,20111118,203.7883,202.1217,203.6321,198.4762,199.1011,866329,33388906.3,-4.6872,-2.3,38.5407,0.1972,16794271590.83,,19812584721.5,439295621,0,518247050,30.8257,12.1073,2.9841,83.9062,
