ґъВл,јтіЖ,ИХЖЪ,З°КХЕМјЫ(ФЄ),їЄЕМјЫ(ФЄ),ЧоёЯјЫ(ФЄ),ЧоµНјЫ(ФЄ),КХЕМјЫ(ФЄ),іЙЅ»Бї(№Й),іЙЅ»Ѕр¶о(ФЄ),ХЗµш(ФЄ),ХЗµш·щ(%),ѕщјЫ(ФЄ),»»КЦВК(%),A№ЙБчНЁКРЦµ(ФЄ),B№ЙБчНЁКРЦµ(ФЄ),ЧЬКРЦµ(ФЄ),A№ЙБчНЁ№Й±ѕ(№Й),B№ЙБчНЁ№Й±ѕ(№Й),ЧЬ№Й±ѕ(№Й),КРУЇВК,КРѕ»ВК,КРПъВК,КРПЦВК,
002081.SZ,Ѕру«тл,20210723,216.5886,216.5886,217.4898,214.7862,215.387,21248606,152430518,-1.2016,-0.5548,7.1737,0.8054,18915662294.28,,19153534250.13,2638167684,0,2671343689,7.6241,1.1017,0.613,63.1818,
002081.SZ,Ѕру«тл,20210726,215.387,215.387,215.6874,206.6754,206.9758,30349878,210720813,-8.4112,-3.9052,6.9431,1.1504,18176975342.76,,18405558017.21,2638167684,0,2671343689,7.3264,1.0587,0.5891,60.7145,
002081.SZ,Ѕру«тл,20210727,206.9758,207.2762,209.0786,204.5726,205.7742,17921167,123579653,-1.2016,-0.5806,6.8957,0.6793,18071448635.4,,18298704269.65,2638167684,0,2671343689,7.2839,1.0525,0.5857,60.362,
002081.SZ,Ѕру«тл,20210728,205.7742,205.7742,206.6754,200.6674,201.2682,21515637,145367852,-4.506,-2.1898,6.7564,0.8156,17675723482.8,,17898002716.3,2638167684,0,2671343689,7.1244,1.0295,0.5729,59.0402,
002081.SZ,Ѕру«тл,20210729,201.2682,202.7702,203.371,200.0666,200.9678,18365030,122893290,-0.3004,-0.1493,6.6917,0.6961,17649341805.96,,17871289279.41,2638167684,0,2671343689,7.1137,1.0279,0.572,58.9521,
002081.SZ,Ѕру«тл,20210730,200.9678,200.9678,206.375,198.2642,205.1734,22258201,150588073,4.2056,2.0927,6.7655,0.8437,18018685281.72,,18245277395.87,2638167684,0,2671343689,7.2626,1.0494,0.584,60.1858,
002081.SZ,Ѕру«тл,20210802,205.1734,204.5726,208.4778,201.5686,205.1734,25466457,174069129,0,0,6.8352,0.9653,18018685281.72,,18245277395.87,2638167684,0,2671343689,7.2626,1.0494,0.584,60.1858,
002081.SZ,Ѕру«тл,20210803,205.1734,205.7742,209.0786,204.873,207.877,23448444,162085748,2.7036,1.3177,6.9124,0.8888,18256120373.28,,18485698327.88,2638167684,0,2671343689,7.3583,1.0633,0.5917,60.9789,
002081.SZ,Ѕру«тл,20210804,207.877,213.2842,214.7862,207.877,209.6794,28622543,201001858,1.8024,0.8671,7.0225,1.0849,18414410434.32,,18645978949.22,2638167684,0,2671343689,7.4221,1.0725,0.5968,61.5076,
002081.SZ,Ѕру«тл,20210805,209.6794,208.1774,209.379,204.5726,205.7742,16761073,115384632,-3.9052,-1.8625,6.8841,0.6353,18071448635.4,,18298704269.65,2638167684,0,2671343689,7.2839,1.0525,0.5857,60.362,
002081.SZ,Ѕру«тл,20210806,205.7742,204.873,206.9758,203.0706,206.375,11019946,74979362,0.6008,0.292,6.804,0.4177,18124211989.08,,18352131143.43,2638167684,0,2671343689,7.3051,1.0556,0.5874,60.5382,
002081.SZ,Ѕру«тл,20210809,206.375,205.1734,211.4818,204.5726,210.2802,22788931,158809871,3.9052,1.8923,6.9687,0.8638,18467173788,,18699405823,2638167684,0,2671343689,7.4434,1.0756,0.5985,61.6838,
002081.SZ,Ѕру«тл,20210810,210.2802,209.6794,210.2802,208.1774,210.2802,11194843,78043735,0,0,6.9714,0.4243,18467173788,,18699405823,2638167684,0,2671343689,7.4434,1.0756,0.5985,61.6838,
002081.SZ,Ѕру«тл,20210811,210.2802,210.2802,217.1894,209.6794,214.1854,27529697,196300664,3.9052,1.8571,7.1305,1.0435,18810135586.92,,19046680502.57,2638167684,0,2671343689,7.5816,1.0955,0.6096,62.8294,
002081.SZ,Ѕру«тл,20210812,214.1854,213.2842,214.4858,211.4818,212.0826,15573250,110210583,-2.1028,-0.9818,7.0769,0.5903,18625463849.04,,18859686444.34,2638167684,0,2671343689,7.5072,1.0848,0.6036,62.2125,
002081.SZ,Ѕру«тл,20210813,212.0826,211.7822,212.6834,208.4778,209.379,16156716,112875803,-2.7036,-1.2748,6.9863,0.6124,18388028757.48,,18619265512.33,2638167684,0,2671343689,7.4115,1.071,0.5959,61.4194,
002081.SZ,Ѕру«тл,20210816,209.379,209.379,214.7862,209.379,213.885,21866344,155387117,4.506,2.1521,7.1062,0.8288,18783753910.08,,19019967065.68,2638167684,0,2671343689,7.571,1.094,0.6088,62.7412,
002081.SZ,Ѕру«тл,20210817,213.885,214.1854,215.6874,210.5806,210.881,19030548,135021799,-3.004,-1.4045,7.095,0.7214,18519937141.68,,18752832696.78,2638167684,0,2671343689,7.4646,1.0786,0.6002,61.86,
002081.SZ,Ѕру«тл,20210818,210.881,210.2802,213.885,209.9798,213.2842,14748275,104361366,2.4032,1.1396,7.0762,0.559,18730990556.4,,18966540191.9,2638167684,0,2671343689,7.5497,1.0909,0.6071,62.565,
002081.SZ,Ѕру«тл,20210819,213.2842,213.2842,214.1854,211.1814,212.0826,11941903,84257932,-1.2016,-0.5634,7.0557,0.4527,18625463849.04,,18859686444.34,2638167684,0,2671343689,7.5072,1.0848,0.6036,62.2125,
002081.SZ,Ѕру«тл,20210820,212.0826,210.881,210.881,206.375,209.0786,16079687,111397357,-3.004,-1.4164,6.9278,0.6095,18361647080.64,,18592552075.44,2638167684,0,2671343689,7.4008,1.0694,0.5951,61.3313,
002081.SZ,Ѕру«тл,20210823,209.0786,208.7782,211.4818,208.1774,208.4778,16214785,113014320,-0.6008,-0.2874,6.9698,0.6146,18308883726.96,,18539125201.66,2638167684,0,2671343689,7.3796,1.0663,0.5934,61.1551,
002081.SZ,Ѕру«тл,20210824,208.4778,209.0786,209.9798,207.5766,208.1774,11134062,77237657,-0.3004,-0.1441,6.9371,0.422,18282502050.12,,18512411764.77,2638167684,0,2671343689,7.3689,1.0648,0.5925,61.067,
002081.SZ,Ѕру«тл,20210825,208.1774,208.1774,209.0786,206.9758,208.7782,10845568,75219648,0.6008,0.2886,6.9355,0.4111,18335265403.8,,18565838638.55,2638167684,0,2671343689,7.3902,1.0679,0.5942,61.2432,
002081.SZ,Ѕру«тл,20210826,208.7782,208.7782,208.7782,203.6714,206.6754,18141206,124413054,-2.1028,-1.0072,6.858,0.6876,18150593665.92,,18378844580.32,2638167684,0,2671343689,7.3158,1.0571,0.5883,60.6264,
002081.SZ,Ѕру«тл,20210827,206.6754,206.0746,209.9798,205.1734,209.379,14020893,97230357,2.7036,1.3081,6.9347,0.5315,18388028757.48,,18619265512.33,2638167684,0,2671343689,7.4115,1.071,0.5959,61.4194,
002081.SZ,Ѕру«тл,20210830,209.379,209.379,211.1814,208.1774,209.6794,17406420,121415062,0.3004,0.1435,6.9753,0.6598,18414410434.32,,18645978949.22,2638167684,0,2671343689,7.4221,1.0725,0.5968,61.5076,
002081.SZ,Ѕру«тл,20210831,209.6794,208.1774,215.6874,206.6754,213.2842,29715147,210300200,3.6048,1.7192,7.0772,1.1264,18730990556.4,,18966540191.9,2638167684,0,2671343689,7.7742,1.1025,0.6071,62.565,
002081.SZ,Ѕру«тл,20210901,213.2842,212.9838,221.0946,212.0826,218.6914,41104626,297066010,5.4072,2.5352,7.2271,1.5581,19205860739.52,,19447382055.92,2638167684,0,2671343689,7.9713,1.1305,0.6225,64.1512,
002081.SZ,Ѕру«тл,20210902,218.6914,217.4898,217.4898,212.6834,213.2842,56528511,402879072,-5.4072,-2.4725,7.127,2.1427,18730990556.4,,18966540191.9,2638167684,0,2671343689,7.7742,1.1025,0.6071,62.565,
002081.SZ,Ѕру«тл,20210903,213.2842,213.2842,215.9878,211.7822,214.7862,33763062,240752585,1.502,0.7042,7.1307,1.2798,18862898940.6,,19100107376.35,2638167684,0,2671343689,7.829,1.1103,0.6113,63.0056,
002081.SZ,Ѕру«тл,20210906,214.7862,215.6874,216.2882,213.2842,214.1854,24795739,177056824,-0.6008,-0.2797,7.1406,0.9399,18810135586.92,,19046680502.57,2638167684,0,2671343689,7.8071,1.1072,0.6096,62.8294,
002081.SZ,Ѕру«тл,20210907,214.1854,213.885,214.7862,213.5846,214.1854,26103621,186164783,0,0,7.1318,0.9895,18810135586.92,,19046680502.57,2638167684,0,2671343689,7.8071,1.1072,0.6096,62.8294,
002081.SZ,Ѕру«тл,20210908,214.1854,214.4858,216.889,213.885,215.6874,31060642,222436947,1.502,0.7013,7.1614,1.1774,18942043971.12,,19180247687.02,2638167684,0,2671343689,7.8618,1.115,0.6139,63.27,
002081.SZ,Ѕру«тл,20210909,215.6874,215.387,223.7982,215.387,221.9958,51879617,381078554,6.3084,2.9248,7.3454,1.9665,19496059184.76,,19741229861.71,2638167684,0,2671343689,8.0918,1.1476,0.6319,65.1205,
002081.SZ,Ѕру«тл,20210910,221.9958,221.6954,224.0986,218.9918,219.5926,38918240,286516441,-2.4032,-1.0825,7.362,1.4752,19285005770.04,,19527522366.59,2638167684,0,2671343689,8.0042,1.1351,0.625,64.4155,
002081.SZ,Ѕру«тл,20210913,219.5926,218.9918,219.893,216.889,217.1894,29572943,214475277,-2.4032,-1.0944,7.2524,1.121,19073952355.32,,19313814871.47,2638167684,0,2671343689,7.9166,1.1227,0.6182,63.7106,
002081.SZ,Ѕру«тл,20210914,217.1894,216.889,216.889,208.7782,209.379,51272171,362550579,-7.8104,-3.5961,7.0711,1.9435,18388028757.48,,18619265512.33,2638167684,0,2671343689,7.6319,1.0823,0.5959,61.4194,
002081.SZ,Ѕру«тл,20210915,209.379,208.1774,208.1774,205.4738,206.9758,27190803,187105976,-2.4032,-1.1478,6.8812,1.0307,18176975342.76,,18405558017.21,2638167684,0,2671343689,7.5443,1.0699,0.5891,60.7145,
002081.SZ,Ѕру«тл,20210916,206.9758,206.6754,207.877,202.4698,202.4698,31401755,214114277,-4.506,-2.1771,6.8185,1.1903,17781250190.16,,18004856463.86,2638167684,0,2671343689,7.38,1.0466,0.5763,59.3927,
002081.SZ,Ѕру«тл,20210917,202.4698,201.2682,201.5686,189.2522,195.861,50860485,332357858,-6.6088,-3.2641,6.5347,1.9279,17200853299.68,,17417160852.28,2638167684,0,2671343689,7.1392,1.0125,0.5575,57.4541,
002081.SZ,Ѕру«тл,20210922,195.861,191.0546,192.5566,187.7502,192.2562,25858022,163628137,-3.6048,-1.8405,6.3279,0.9802,16884273177.6,,17096599609.6,2638167684,0,2671343689,7.0078,0.9938,0.5472,56.3966,
002081.SZ,Ѕру«тл,20210923,192.2562,193.7582,196.4618,193.4578,194.359,17861510,115871303,2.1028,1.0937,6.4872,0.677,17068944915.48,,17283593667.83,2638167684,0,2671343689,7.0844,1.0047,0.5532,57.0135,
002081.SZ,Ѕру«тл,20210924,194.359,194.9598,195.5606,191.355,192.2562,13296931,85320918,-2.1028,-1.0819,6.4166,0.504,16884273177.6,,17096599609.6,2638167684,0,2671343689,7.0078,0.9938,0.5472,56.3966,
002081.SZ,Ѕру«тл,20210927,192.2562,192.2562,193.7582,191.355,192.5566,14009336,89625215,0.3004,0.1562,6.3975,0.531,16910654854.44,,17123313046.49,2638167684,0,2671343689,7.0187,0.9954,0.5481,56.4847,
002081.SZ,Ѕру«тл,20210928,192.5566,193.1574,194.9598,192.5566,194.359,10881712,70264108,1.8024,0.936,6.4571,0.4125,17068944915.48,,17283593667.83,2638167684,0,2671343689,7.0844,1.0047,0.5532,57.0135,
002081.SZ,Ѕру«тл,20210929,194.359,193.7582,194.359,191.355,191.6554,11856044,75927030,-2.7036,-1.391,6.4041,0.4494,16831509823.92,,17043172735.82,2638167684,0,2671343689,6.9859,0.9907,0.5455,56.2204,
002081.SZ,Ѕру«тл,20210930,191.6554,192.857,193.4578,189.2522,189.5526,17076268,108248271,-2.1028,-1.0972,6.3391,0.6473,16646838086.04,,16856178677.59,2638167684,0,2671343689,6.9092,0.9799,0.5395,55.6035,
002081.SZ,Ѕру«тл,20211008,189.5526,190.1534,191.9558,190.1534,191.9558,12534674,79817088,2.4032,1.2678,6.3677,0.4751,16857891500.76,,17069886172.71,2638167684,0,2671343689,6.9968,0.9923,0.5464,56.3085,
002081.SZ,Ѕру«тл,20211011,191.9558,191.6554,194.359,191.6554,193.7582,12311807,79230014,1.8024,0.939,6.4353,0.4667,17016181561.8,,17230166794.05,2638167684,0,2671343689,7.0625,1.0016,0.5515,56.8372,
002081.SZ,Ѕру«тл,20211012,193.7582,193.7582,194.359,191.0546,192.2562,14127370,90471726,-1.502,-0.7752,6.404,0.5355,16884273177.6,,17096599609.6,2638167684,0,2671343689,7.0078,0.9938,0.5472,56.3966,
002081.SZ,Ѕру«тл,20211013,192.2562,192.2562,192.857,190.4538,192.2562,9422569,60118014,0,0,6.3802,0.3572,16884273177.6,,17096599609.6,2638167684,0,2671343689,7.0078,0.9938,0.5472,56.3966,
002081.SZ,Ѕру«тл,20211014,192.2562,192.5566,193.1574,191.6554,192.5566,7334386,46944494,0.3004,0.1562,6.4006,0.278,16910654854.44,,17123313046.49,2638167684,0,2671343689,7.0187,0.9954,0.5481,56.4847,
002081.SZ,Ѕру«тл,20211015,192.5566,192.2562,192.5566,188.6514,189.2522,16643847,105227981,-3.3044,-1.7161,6.3223,0.6309,16620456409.2,,16829465240.7,2638167684,0,2671343689,6.8983,0.9783,0.5387,55.5154,
002081.SZ,Ѕру«тл,20211018,189.2522,189.2522,189.853,182.6434,183.2442,20736630,127066433,-6.008,-3.1746,6.1276,0.786,16092822872.4,,16295196502.9,2638167684,0,2671343689,6.6793,0.9472,0.5216,53.753,
002081.SZ,Ѕру«тл,20211019,183.2442,183.2442,184.4458,181.7422,183.5446,10220821,62288560,0.3004,0.1639,6.0943,0.3874,16119204549.24,,16321909939.79,2638167684,0,2671343689,6.6902,0.9488,0.5224,53.8412,
002081.SZ,Ѕру«тл,20211020,183.5446,183.2442,184.4458,182.6434,183.845,7318716,44740037,0.3004,0.1637,6.1131,0.2774,16145586226.08,,16348623376.68,2638167684,0,2671343689,6.7012,0.9504,0.5233,53.9293,
002081.SZ,Ѕру«тл,20211021,183.845,183.5446,187.7502,182.6434,187.7502,10587604,64956149,3.9052,2.1242,6.1351,0.4013,16488548025,,16695898056.25,2638167684,0,2671343689,6.8435,0.9705,0.5344,55.0748,
002081.SZ,Ѕру«тл,20211022,187.7502,186.849,194.6594,185.9478,191.0546,23029440,146615603,3.3044,1.76,6.3664,0.8729,16778746470.24,,16989745862.04,2638167684,0,2671343689,6.964,0.9876,0.5438,56.0441,
002081.SZ,Ѕру«тл,20211025,191.0546,191.355,191.355,186.5486,188.351,10488454,65574990,-2.7036,-1.4151,6.2521,0.3976,16541311378.68,,16749324930.03,2638167684,0,2671343689,6.8654,0.9736,0.5361,55.2511,
002081.SZ,Ѕру«тл,20211026,188.351,188.351,188.9518,183.845,184.1454,11787450,72828408,-4.2056,-2.2329,6.1785,0.4468,16171967902.92,,16375336813.57,2638167684,0,2671343689,6.7121,0.9519,0.5241,54.0174,
002081.SZ,Ѕру«тл,20211027,184.1454,183.2442,184.1454,175.1334,175.4338,31049782,184360044,-8.7116,-4.7308,5.9376,1.1769,15406899274.56,,15600647143.76,2638167684,0,2671343689,6.3946,0.9069,0.4993,51.4619,
002081.SZ,Ѕру«тл,20211028,175.4338,175.4338,179.339,170.0266,178.7382,19145363,110860753,3.3044,1.8836,5.7905,0.7257,15697097719.8,,15894494949.55,2638167684,0,2671343689,6.515,0.924,0.5087,52.4312,
002081.SZ,Ѕру«тл,20211029,178.7382,177.837,179.9398,174.833,179.339,10997504,65204174,0.6008,0.3361,5.929,0.4169,15749861073.48,,15947921823.33,2638167684,0,2671343689,6.5369,0.9271,0.5104,52.6075,
002081.SZ,Ѕру«тл,20211101,179.339,178.4378,180.2402,176.9358,179.0386,11486897,68336340,-0.3004,-0.1675,5.9491,0.4354,15723479396.64,,15921208386.44,2638167684,0,2671343689,7.6996,0.9076,0.5096,52.5194,
002081.SZ,Ѕру«тл,20211102,179.0386,179.6394,180.2402,170.6274,170.9278,29327683,169842051,-8.1108,-4.5302,5.7912,1.1117,15011174121.96,,15199945590.41,2638167684,0,2671343689,7.3508,0.8665,0.4865,50.1401,
002081.SZ,Ѕру«тл,20211103,170.9278,170.6274,171.5286,168.5246,169.7262,23713450,133951517,-1.2016,-0.703,5.6488,0.8989,14905647414.6,,15093091842.85,2638167684,0,2671343689,7.2991,0.8604,0.4831,49.7876,
002081.SZ,Ѕру«тл,20211104,169.7262,169.7262,171.2282,168.5246,170.327,16436262,92835220,0.6008,0.354,5.6482,0.623,14958410768.28,,15146518716.63,2638167684,0,2671343689,7.325,0.8634,0.4848,49.9639,
002081.SZ,Ѕру«тл,20211105,170.327,169.7262,170.327,168.2242,168.825,13451334,75647933,-1.502,-0.8818,5.6238,0.5099,14826502384.08,,15012951532.18,2638167684,0,2671343689,7.2604,0.8558,0.4805,49.5233,
002081.SZ,Ѕру«тл,20211108,168.825,168.825,169.7262,168.2242,169.4258,9632612,54220855,0.6008,0.3559,5.6289,0.3651,14879265737.76,,15066378405.96,2638167684,0,2671343689,7.2862,0.8589,0.4822,49.6995,
002081.SZ,Ѕру«тл,20211109,169.4258,169.4258,170.327,169.1254,169.7262,8639847,48836013,0.3004,0.1773,5.6524,0.3275,14905647414.6,,15093091842.85,2638167684,0,2671343689,7.2991,0.8604,0.4831,49.7876,
002081.SZ,Ѕру«тл,20211110,169.7262,170.327,172.7302,167.9238,172.1294,16477996,93279677,2.4032,1.4159,5.6609,0.6246,15116700829.32,,15306799337.97,2638167684,0,2671343689,7.4025,0.8726,0.4899,50.4926,
002081.SZ,Ѕру«тл,20211111,172.1294,170.9278,177.5366,170.9278,176.6354,26545186,155405922,4.506,2.6178,5.8544,1.0062,15512425981.92,,15707500891.32,2638167684,0,2671343689,7.5963,0.8954,0.5027,51.8144,
002081.SZ,Ѕру«тл,20211112,176.6354,176.6354,176.9358,173.6314,175.1334,13105563,76377164,-1.502,-0.8503,5.8278,0.4968,15380517597.72,,15573933706.87,2638167684,0,2671343689,7.5317,0.8878,0.4985,51.3738,
002081.SZ,Ѕру«тл,20211115,175.1334,175.4338,177.5366,175.1334,176.6354,12308943,72213673,1.502,0.8576,5.8668,0.4666,15512425981.92,,15707500891.32,2638167684,0,2671343689,7.5963,0.8954,0.5027,51.8144,
002081.SZ,Ѕру«тл,20211116,176.6354,176.0346,176.6354,174.2322,174.2322,10896723,63652288,-2.4032,-1.3605,5.8414,0.413,15301372567.2,,15493793396.2,2638167684,0,2671343689,7.4929,0.8832,0.4959,51.1094,
002081.SZ,Ѕру«тл,20211117,174.2322,174.2322,175.4338,173.331,174.2322,8737468,50699651,0,0,5.8026,0.3312,15301372567.2,,15493793396.2,2638167684,0,2671343689,7.4929,0.8832,0.4959,51.1094,
002081.SZ,Ѕру«тл,20211118,174.2322,173.9318,174.833,171.5286,171.5286,9566592,55002793,-2.7036,-1.5517,5.7495,0.3626,15063937475.64,,15253372464.19,2638167684,0,2671343689,7.3767,0.8695,0.4882,50.3164,
002081.SZ,Ѕру«тл,20211119,171.5286,171.2282,174.2322,170.9278,173.9318,10280062,59112458,2.4032,1.4011,5.7502,0.3897,15274990890.36,,15467079959.31,2638167684,0,2671343689,7.48,0.8817,0.4951,51.0213,
002081.SZ,Ѕру«тл,20211122,173.9318,174.2322,176.335,172.7302,175.4338,13952722,81181223,1.502,0.8636,5.8183,0.5289,15406899274.56,,15600647143.76,2638167684,0,2671343689,7.5446,0.8893,0.4993,51.4619,
002081.SZ,Ѕру«тл,20211123,175.4338,174.833,176.0346,174.5326,175.1334,8716850,50877341,-0.3004,-0.1712,5.8367,0.3304,15380517597.72,,15573933706.87,2638167684,0,2671343689,7.5317,0.8878,0.4985,51.3738,
002081.SZ,Ѕру«тл,20211124,175.1334,175.1334,177.2362,174.5326,177.2362,11660317,68419011,2.1028,1.2007,5.8677,0.442,15565189335.6,,15760927765.1,2638167684,0,2671343689,7.6221,0.8985,0.5045,51.9906,
002081.SZ,Ѕру«тл,20211125,177.2362,176.9358,177.5366,175.4338,175.7342,7824300,45889872,-1.502,-0.8475,5.865,0.2966,15433280951.4,,15627360580.65,2638167684,0,2671343689,7.5575,0.8909,0.5002,51.55,
002081.SZ,Ѕру«тл,20211126,175.7342,175.7342,175.7342,173.331,173.9318,7945749,46102887,-1.8024,-1.0256,5.8022,0.3012,15274990890.36,,15467079959.31,2638167684,0,2671343689,7.48,0.8817,0.4951,51.0213,
002081.SZ,Ѕру«тл,20211129,173.9318,173.0306,173.331,171.2282,171.829,8335849,47753133,-2.1028,-1.209,5.7286,0.316,15090319152.48,,15280085901.08,2638167684,0,2671343689,7.3896,0.8711,0.4891,50.4045,
002081.SZ,Ѕру«тл,20211130,171.829,171.829,173.331,170.6274,170.6274,17722556,101240983,-1.2016,-0.6993,5.7125,0.6718,14984792445.12,,15173232153.52,2638167684,0,2671343689,7.3379,0.865,0.4856,50.052,
002081.SZ,Ѕру«тл,20211201,170.6274,170.6274,174.833,170.327,174.5326,14784417,85421794,3.9052,2.2887,5.7778,0.5604,15327754244.04,,15520506833.09,2638167684,0,2671343689,7.5059,0.8848,0.4968,51.1976,
002081.SZ,Ѕру«тл,20211202,174.5326,175.7342,176.0346,173.6314,174.2322,12641440,73493288,-0.3004,-0.1721,5.8137,0.4792,15301372567.2,,15493793396.2,2638167684,0,2671343689,7.4929,0.8832,0.4959,51.1094,
002081.SZ,Ѕру«тл,20211203,174.2322,174.2322,174.833,172.7302,173.6314,13179829,76086941,-0.6008,-0.3448,5.773,0.4996,15248609213.52,,15440366522.42,2638167684,0,2671343689,7.4671,0.8802,0.4942,50.9332,
002081.SZ,Ѕру«тл,20211206,173.6314,173.6314,176.0346,172.1294,172.1294,19303960,111937897,-1.502,-0.8651,5.7987,0.7317,15116700829.32,,15306799337.97,2638167684,0,2671343689,7.4025,0.8726,0.4899,50.4926,
002081.SZ,Ѕру«тл,20211207,172.1294,173.331,179.339,173.0306,178.1374,44667444,263085297,6.008,3.4904,5.8899,1.6931,15644334366.12,,15841068075.77,2638167684,0,2671343689,7.6609,0.903,0.507,52.255,
002081.SZ,Ѕру«тл,20211208,178.1374,178.4378,178.7382,175.4338,176.0346,23527909,138114792,-2.1028,-1.1804,5.8703,0.8918,15459662628.24,,15654074017.54,2638167684,0,2671343689,7.5704,0.8924,0.501,51.6382,
002081.SZ,Ѕру«тл,20211209,176.0346,178.7382,185.9478,177.837,180.5406,54529225,329752822,4.506,2.5597,6.0473,2.0669,15855387780.84,,16054775570.89,2638167684,0,2671343689,7.7642,0.9152,0.5139,52.96,
002081.SZ,Ѕру«тл,20211210,180.5406,179.339,180.841,177.837,179.339,23359135,139289693,-1.2016,-0.6656,5.963,0.8854,15749861073.48,,15947921823.33,2638167684,0,2671343689,7.7126,0.9091,0.5104,52.6075,
002081.SZ,Ѕру«тл,20211213,179.339,180.841,181.4418,178.7382,179.6394,25637167,153443819,0.3004,0.1675,5.9852,0.9718,15776242750.32,,15974635260.22,2638167684,0,2671343689,7.7255,0.9106,0.5113,52.6956,
002081.SZ,Ѕру«тл,20211214,179.6394,179.6394,179.6394,176.9358,177.837,16950451,100227429,-1.8024,-1.0033,5.913,0.6425,15617952689.28,,15814354638.88,2638167684,0,2671343689,7.648,0.9015,0.5062,52.1669,
002081.SZ,Ѕру«тл,20211215,177.837,177.837,179.9398,177.2362,178.1374,13939445,82996614,0.3004,0.1689,5.9541,0.5284,15644334366.12,,15841068075.77,2638167684,0,2671343689,7.6609,0.903,0.507,52.255,
002081.SZ,Ѕру«тл,20211216,178.1374,179.0386,180.2402,178.1374,179.9398,17775133,106185041,1.8024,1.0118,5.9738,0.6738,15802624427.16,,16001348697.11,2638167684,0,2671343689,7.7384,0.9122,0.5122,52.7837,
002081.SZ,Ѕру«тл,20211217,179.9398,179.6394,184.1454,179.0386,182.0426,25856030,156542377,2.1028,1.1686,6.0544,0.9801,15987296165.04,,16188342755.34,2638167684,0,2671343689,7.8288,0.9228,0.5181,53.4006,
002081.SZ,Ѕру«тл,20211220,182.0426,181.7422,182.9438,179.6394,182.0426,21037984,127067972,0,0,6.0399,0.7974,15987296165.04,,16188342755.34,2638167684,0,2671343689,7.8288,0.9228,0.5181,53.4006,
002081.SZ,Ѕру«тл,20211221,182.0426,182.343,188.9518,182.343,188.351,47878647,298080379,6.3084,3.4653,6.2257,1.8148,16541311378.68,,16749324930.03,2638167684,0,2671343689,8.1001,0.9548,0.5361,55.2511,
002081.SZ,Ѕру«тл,20211222,188.351,188.0506,188.9518,184.4458,186.2482,32132504,198918559,-2.1028,-1.1164,6.1906,1.218,16356639640.8,,16562330871.8,2638167684,0,2671343689,8.0097,0.9442,0.5301,54.6342,
002081.SZ,Ѕру«тл,20211223,186.2482,185.6474,186.2482,182.9438,183.845,19832485,121443091,-2.4032,-1.2903,6.1234,0.7518,16145586226.08,,16348623376.68,2638167684,0,2671343689,7.9063,0.932,0.5233,53.9293,
002081.SZ,Ѕру«тл,20211224,183.845,183.845,184.7462,180.841,183.5446,17185255,104588048,-0.3004,-0.1634,6.0859,0.6514,16119204549.24,,16321909939.79,2638167684,0,2671343689,7.8934,0.9304,0.5224,53.8412,
002081.SZ,Ѕру«тл,20211227,183.5446,183.845,184.4458,182.6434,184.4458,14588836,89258564,0.9012,0.491,6.1183,0.553,16198349579.76,,16402050250.46,2638167684,0,2671343689,7.9322,0.935,0.525,54.1055,
002081.SZ,Ѕру«тл,20211228,184.4458,184.7462,185.347,182.0426,182.9438,14975009,91132734,-1.502,-0.8143,6.0857,0.5676,16066441195.56,,16268483066.01,2638167684,0,2671343689,7.8676,0.9274,0.5207,53.6649,
002081.SZ,Ѕру«тл,20211229,182.9438,182.9438,182.9438,181.4418,182.343,11256385,68283909,-0.6008,-0.3284,6.0662,0.4267,16013677841.88,,16215056192.23,2638167684,0,2671343689,7.8417,0.9244,0.519,53.4887,
002081.SZ,Ѕру«тл,20211230,182.343,181.7422,182.9438,181.1414,181.7422,16548873,100157250,-0.6008,-0.3295,6.0522,0.6273,15960914488.2,,16161629318.45,2638167684,0,2671343689,7.8159,0.9213,0.5173,53.3124,
002081.SZ,Ѕру«тл,20211231,181.7422,181.7422,183.2442,181.4418,182.6434,14894643,90519235,0.9012,0.4959,6.0773,0.5646,16040056126.08,,16241769629.12,2638167126,0,2671343689,7.8547,0.9259,0.5198,53.5768,
002081.SZ,Ѕру«тл,20220104,182.6434,182.6434,186.2482,181.1414,185.9478,29036276,178605090,3.3044,1.8092,6.1511,1.1006,16330254509.94,,16535617434.91,2638167126,0,2671343689,7.9968,0.9426,0.6517,14.9058,
002081.SZ,Ѕру«тл,20220105,185.9478,185.9478,187.4498,183.845,187.1494,23928574,147808776,1.2016,0.6462,6.1771,0.907,16435781194.98,,16642471182.47,2638167126,0,2671343689,8.0484,0.9487,0.6559,15.0021,
002081.SZ,Ѕру«тл,20220106,187.1494,186.2482,190.7542,185.347,189.853,38766565,243767546,2.7036,1.4446,6.2881,1.4695,16673216236.32,,16882892114.48,2638167126,0,2671343689,8.1647,0.9624,0.6654,15.2188,
002081.SZ,Ѕру«тл,20220107,189.853,191.355,197.0626,188.6514,188.9518,49989325,320403301,-0.9012,-0.4747,6.4094,1.8949,16594071222.54,,16802751803.81,2638167126,0,2671343689,8.126,0.9579,0.6622,15.1466,
